"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","United Kingdom of Great Britain and Northern Ireland","Both sexes","7.1 [6.7-7.5]","7.08000","6.72000","7.49000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","United Kingdom of Great Britain and Northern Ireland","Male","10.8 [10.4-11.2]","10.80670","10.43060","11.22060","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Georgia","Both sexes","7.4 [5.5-9.6]","7.36000","5.52000","9.59000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Georgia","Male","12.8 [9.8-16.4]","12.76730","9.81000","16.36330","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Georgia","Male","11.6 [8.7-14.9]","11.57070","8.74000","14.90470","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Georgia","Male","10.8 [8.4-13.8]","10.81220","8.36000","13.82080","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Georgia","Male","15.5 [11.9-19.7]","15.49190","11.91710","19.71550","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Georgia","Female","2.2 [1.6-3.0]","2.19000","1.57000","2.97000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Georgia","Both sexes","9.0 [6.7-11.8]","9.03000","6.69000","11.83210","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Georgia","Male","13.0 [9.9-16.7]","13.02720","9.93000","16.70060","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Georgia","Female","2.4 [1.7-3.3]","2.40000","1.72000","3.25000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Georgia","Both sexes","7.2 [5.4-9.3]","7.20000","5.43000","9.32000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Georgia","Female","2.4 [1.7-3.2]","2.35000","1.69000","3.18000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Georgia","Male","9.8 [7.5-12.6]","9.79000","7.45000","12.59700","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Georgia","Both sexes","8.8 [6.6-11.3]","8.79000","6.63000","11.33680","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Georgia","Female","2.3 [1.6-3.2]","2.32000","1.62000","3.21000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Georgia","Female","2.7 [1.9-3.7]","2.70000","1.92000","3.71000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Georgia","Male","14.0 [9.7-19.4]","13.96980","9.65000","19.39130","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Georgia","Male","14.3 [10.1-19.4]","14.27160","10.09950","19.39570","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Georgia","Male","16.4 [12.3-21.3]","16.38460","12.26170","21.30440","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Georgia","Male","15.9 [12.1-20.3]","15.87930","12.11130","20.28280","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Georgia","Male","11.9 [9.3-15.1]","11.92560","9.26000","15.12410","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Georgia","Male","9.5 [7.3-12.3]","9.54000","7.25000","12.28650","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Europe","Georgia","Female","2.2 [1.6-3.0]","2.21000","1.59000","3.01000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Europe","Georgia","Female","2.6 [1.8-3.5]","2.58000","1.83000","3.52000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Europe","Georgia","Both sexes","6.1 [4.7-7.9]","6.10000","4.65000","7.89000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Georgia","Female","1.9 [1.3-2.6]","1.88000","1.34000","2.56000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Georgia","Female","2.2 [1.5-3.1]","2.17000","1.46000","3.11000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Georgia","Female","2.1 [1.5-2.9]","2.13000","1.53000","2.89000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Georgia","Female","2.0 [1.5-2.8]","2.03000","1.46000","2.76000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Europe","Georgia","Male","12.8 [9.7-16.4]","12.76160","9.71000","16.41880","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Georgia","Both sexes","7.9 [5.5-10.7]","7.85000","5.52000","10.74180","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Georgia","Male","9.1 [6.9-11.7]","9.10000","6.91000","11.70410","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Georgia","Male","11.3 [8.6-14.5]","11.30960","8.58000","14.54710","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Georgia","Female","1.8 [1.3-2.5]","1.81000","1.30000","2.45000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Georgia","Both sexes","8.1 [5.8-10.8]","8.07000","5.83000","10.80390","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Europe","Georgia","Both sexes","5.5 [4.1-7.1]","5.45000","4.09000","7.10000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Georgia","Both sexes","6.5 [4.9-8.5]","6.52000","4.87000","8.50000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Georgia","Both sexes","7.0 [5.3-9.1]","6.98000","5.27000","9.06000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Georgia","Male","9.5 [7.2-12.2]","9.49000","7.24000","12.21100","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2015","Europe","Georgia","Female","2.6 [1.9-3.6]","2.63000","1.88000","3.57000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Georgia","Female","2.6 [1.9-3.5]","2.60000","1.86000","3.54000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Georgia","Female","2.8 [2.0-3.8]","2.75000","1.97000","3.77000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Europe","Georgia","Both sexes","7.3 [5.6-9.5]","7.34000","5.56000","9.53000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Georgia","Male","12.7 [9.7-16.3]","12.66690","9.67000","16.28120","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Europe","Georgia","Female","2.1 [1.5-2.8]","2.08000","1.49000","2.83000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2004","Europe","Georgia","Both sexes","6.4 [4.8-8.3]","6.40000","4.80000","8.32000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Georgia","Female","2.2 [1.6-3.0]","2.22000","1.60000","3.01000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Georgia","Both sexes","8.2 [6.2-10.5]","8.17000","6.23000","10.50380","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Georgia","Both sexes","7.7 [5.8-9.9]","7.65000","5.82000","9.86000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Georgia","Female","2.3 [1.6-3.1]","2.29000","1.64000","3.10000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Europe","Georgia","Both sexes","6.6 [5.1-8.5]","6.60000","5.06000","8.47000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2012","Europe","Georgia","Male","14.0 [10.8-17.9]","14.04540","10.78180","17.93740","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Europe","Georgia","Both sexes","7.7 [5.3-10.7]","7.65000","5.25000","10.67330","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Europe","Georgia","Both sexes","8.6 [6.5-11.0]","8.58000","6.52000","11.04300","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Europe","Georgia","Male","14.7 [10.7-19.5]","14.67620","10.67790","19.50850","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Europe","Georgia","Both sexes","5.2 [3.9-6.7]","5.18000","3.88000","6.73000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Europe","Georgia","Female","2.3 [1.5-3.2]","2.27000","1.54000","3.19000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Europe","Georgia","Both sexes","5.3 [4.0-6.9]","5.34000","4.03000","6.94000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2003","Europe","Georgia","Both sexes","5.7 [4.3-7.4]","5.69000","4.28000","7.42000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Europe","Georgia","Female","2.2 [1.5-3.0]","2.16000","1.53000","2.96000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Europe","Georgia","Male","15.0 [11.5-19.1]","14.96440","11.53550","19.05040","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Africa","Ghana","Female","2.1 [1.3-3.3]","2.09000","1.25000","3.29000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2010","Africa","Ghana","Male","24.4 [16.1-35.3]","24.39210","16.05670","35.28440","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2014","Africa","Ghana","Both sexes","12.4 [7.9-18.3]","12.40070","7.88000","18.25190","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2005","Africa","Ghana","Male","22.0 [14.7-31.3]","21.97490","14.65320","31.26100","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2000","Africa","Ghana","Female","2.9 [1.8-4.4]","2.93000","1.84000","4.40000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2008","Africa","Ghana","Female","3.2 [2.1-4.7]","3.19000","2.06000","4.69000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Africa","Ghana","Male","18.6 [12.4-26.9]","18.55780","12.42310","26.88100","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2013","Africa","Ghana","Both sexes","12.8 [8.2-18.7]","12.78690","8.21000","18.72080","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Africa","Ghana","Both sexes","12.4 [8.3-17.9]","12.42450","8.31000","17.91350","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2019","Africa","Ghana","Male","20.0 [12.4-30.3]","20.03750","12.37300","30.34440","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2009","Africa","Ghana","Both sexes","13.0 [8.6-18.9]","13.03390","8.60000","18.88080","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2006","Africa","Ghana","Both sexes","12.3 [8.2-17.7]","12.34770","8.24000","17.70050","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2002","Africa","Ghana","Both sexes","11.0 [7.3-15.8]","10.95840","7.27000","15.81610","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2001","Africa","Ghana","Both sexes","10.5 [7.0-15.2]","10.46120","6.95000","15.23740","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2018","Africa","Ghana","Both sexes","10.8 [6.6-16.4]","10.78720","6.63000","16.35910","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2011","Africa","Ghana","Female","2.8 [1.8-4.2]","2.82000","1.80000","4.21000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2007","Africa","Ghana","Female","3.2 [2.1-4.7]","3.22000","2.09000","4.71000","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2016","Africa","Ghana","Male","22.2 [14.0-32.8]","22.17870","13.97730","32.80020","","",""
"Age-standardized suicide rates (per 100 000 population)","Published","2017","Africa","Ghana","Female","2.0 [1.2-3.1]","1.97000","1.16000","3.12000","","",""
